,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
80,2021-10-13,170.0839752878305,159.86132738013424,182.04471397140262,170.0839752878305,170.0839752878305,0.9028127818869996,0.9028127818869996,0.9028127818869996,0.9028127818869996,0.9028127818869996,0.9028127818869996,0.0,0.0,0.0,170.9867880697175
81,2021-10-14,170.04687061059033,159.55240128417734,181.50540010286488,170.04687061059033,170.04687061059033,0.5488971763028543,0.5488971763028543,0.5488971763028543,0.5488971763028543,0.5488971763028543,0.5488971763028543,0.0,0.0,0.0,170.5957677868932
82,2021-10-15,170.00976593335022,158.54619934498845,181.13545541437074,170.00976593335022,170.00976593335022,-0.1328110758960414,-0.1328110758960414,-0.1328110758960414,-0.1328110758960414,-0.1328110758960414,-0.1328110758960414,0.0,0.0,0.0,169.8769548574542
83,2021-10-18,169.89845190162976,159.4199185458574,181.68177587658897,169.89845190162976,169.89845190162976,0.3860051003174792,0.3860051003174792,0.3860051003174792,0.3860051003174792,0.3860051003174792,0.3860051003174792,0.0,0.0,0.0,170.28445700194723
84,2021-10-19,169.8613472243896,159.5251505207627,181.75599951125142,169.8613472243896,169.8613472243896,0.9121953137270974,0.9121953137270974,0.9121953137270974,0.9121953137270974,0.9121953137270974,0.9121953137270974,0.0,0.0,0.0,170.7735425381167
85,2021-10-20,169.82424254714945,159.82316550481346,182.0519880643187,169.82424254714945,169.82424254714945,0.9028127818872,0.9028127818872,0.9028127818872,0.9028127818872,0.9028127818872,0.9028127818872,0.0,0.0,0.0,170.72705532903666
86,2021-10-21,169.78713786990932,158.81107818148908,181.6753918870948,169.78713786990932,169.78713786990932,0.5488971763028095,0.5488971763028095,0.5488971763028095,0.5488971763028095,0.5488971763028095,0.5488971763028095,0.0,0.0,0.0,170.33603504621212
87,2021-10-22,169.75003319266915,158.4140702682896,181.50227246948648,169.75003319266915,169.75003319266915,-0.13281107589627328,-0.13281107589627328,-0.13281107589627328,-0.13281107589627328,-0.13281107589627328,-0.13281107589627328,0.0,0.0,0.0,169.61722211677287
88,2021-10-25,169.6387191609487,159.0479567876908,181.00463315379648,169.6387191609487,169.6387191609487,0.3860051003183616,0.3860051003183616,0.3860051003183616,0.3860051003183616,0.3860051003183616,0.3860051003183616,0.0,0.0,0.0,170.02472426126707
89,2021-10-26,169.60161448616412,159.12904458015473,181.3677040550854,169.60161448616412,169.60161448616412,0.9121953137273591,0.9121953137273591,0.9121953137273591,0.9121953137273591,0.9121953137273591,0.9121953137273591,0.0,0.0,0.0,170.51380979989148
90,2021-10-27,169.5645098113796,159.79099088142235,182.02492589826284,169.5645098113796,169.5645098113796,0.9028127818874006,0.9028127818874006,0.9028127818874006,0.9028127818874006,0.9028127818874006,0.9028127818874006,0.0,0.0,0.0,170.467322593267
91,2021-10-28,169.527405136595,158.90129886413357,181.2754237113672,169.527405136595,169.527405136595,0.5488971763027648,0.5488971763027648,0.5488971763027648,0.5488971763027648,0.5488971763027648,0.5488971763027648,0.0,0.0,0.0,170.07630231289778
92,2021-10-29,169.49030046181045,157.85715186486257,180.2010100667671,169.49030046181045,169.49030046181045,-0.1328110758973575,-0.1328110758973575,-0.1328110758973575,-0.1328110758973575,-0.1328110758973575,-0.1328110758973575,0.0,0.0,0.0,169.35748938591308
93,2021-11-01,169.37898643745675,158.8074354396565,181.36518934770874,169.37898643745675,169.37898643745675,0.38600510031966284,0.38600510031966284,0.38600510031966284,0.38600510031966284,0.38600510031966284,0.38600510031966284,0.0,0.0,0.0,169.7649915377764
94,2021-11-02,169.34188176267222,158.64476367171275,181.7394519579538,169.34188176267222,169.34188176267222,0.9121953137272814,0.9121953137272814,0.9121953137272814,0.9121953137272814,0.9121953137272814,0.9121953137272814,0.0,0.0,0.0,170.2540770763995
95,2021-11-03,169.30477708788763,159.12518157690286,182.0129648276303,169.30477708788763,169.30477708788763,0.9028127818870854,0.9028127818870854,0.9028127818870854,0.9028127818870854,0.9028127818870854,0.9028127818870854,0.0,0.0,0.0,170.20758986977472
96,2021-11-04,169.26767241310307,158.86687625672985,181.47994165036923,169.26767241310307,169.26767241310307,0.5488971763039181,0.5488971763039181,0.5488971763039181,0.5488971763039181,0.5488971763039181,0.5488971763039181,0.0,0.0,0.0,169.81656958940698
97,2021-11-05,169.23056772862205,157.6703012592759,180.9903315467986,169.23056772862205,169.23056772862205,-0.13281107589758917,-0.13281107589758917,-0.13281107589758917,-0.13281107589758917,-0.13281107589758917,-0.13281107589758917,0.0,0.0,0.0,169.09775665272446
98,2021-11-08,169.11925367517898,158.77438667417135,180.930439540557,169.11925367517898,169.11925367517898,0.3860051003205456,0.3860051003205456,0.3860051003205456,0.3860051003205456,0.3860051003205456,0.3860051003205456,0.0,0.0,0.0,169.50525877549953
99,2021-11-09,169.08214899069796,158.47757673320203,180.81075701102267,169.08214899069796,169.08214899069796,0.9121953137273733,0.9121953137273733,0.9121953137273733,0.9121953137273733,0.9121953137273733,0.9121953137273733,0.0,0.0,0.0,169.99434430442534
